xbins=30
Q2bins=24
Ebins=1
id	x	Q2	E	Central_Value	Replica_1	Replica_2	Replica_3	Replica_4	Replica_5	Replica_6	Replica_7	Replica_8
33	1	9	0	6.215309e-03	4.741125e-04	1.413610e-04	1.433970e-04	1.098195e-04	1.947415e-04	3.699250e-05	7.545250e-05	2.083410e-04
34	1	10	0	6.231817e-03	4.542500e-04	1.307395e-04	1.284875e-04	1.052970e-04	1.853630e-04	3.482800e-05	7.184600e-05	1.857850e-04
35	1	11	0	6.243620e-03	4.349890e-04	1.204550e-04	1.143925e-04	1.008205e-04	1.766510e-04	3.327400e-05	6.852100e-05	1.650025e-04
36	1	12	0	6.247968e-03	4.167295e-04	1.108220e-04	1.013735e-04	9.654500e-05	1.685370e-04	3.207900e-05	6.545500e-05	1.582240e-04
37	1	13	0	6.241050e-03	3.993790e-04	1.019980e-04	8.919050e-05	9.253850e-05	1.604715e-04	3.060900e-05	6.241450e-05	1.568520e-04
38	1	14	0	6.224235e-03	3.831980e-04	9.409650e-05	7.799950e-05	8.866250e-05	1.527805e-04	2.904500e-05	5.948150e-05	1.549990e-04
39	1	15	0	6.203649e-03	3.674480e-04	8.655750e-05	6.720400e-05	8.450950e-05	1.456145e-04	2.778150e-05	5.666650e-05	1.525640e-04
40	1	16	0	6.178544e-03	3.523310e-04	7.948100e-05	5.700650e-05	8.066050e-05	1.389490e-04	2.686000e-05	5.401550e-05	1.496770e-04
41	1	17	0	6.147573e-03	3.378905e-04	7.285850e-05	4.749650e-05	7.777950e-05	1.324885e-04	2.611850e-05	5.150250e-05	1.466405e-04
42	1	18	0	6.112136e-03	3.245225e-04	6.672400e-05	3.883200e-05	7.514350e-05	1.263090e-04	2.521250e-05	4.910000e-05	1.437225e-04
43	1	19	0	6.074798e-03	3.120630e-04	6.079750e-05	3.070550e-05	7.146650e-05	1.203125e-04	2.369500e-05	4.668650e-05	1.411185e-04
44	1	20	0	6.035216e-03	3.003540e-04	5.522350e-05	2.311900e-05	6.759600e-05	1.147435e-04	2.206800e-05	4.444050e-05	1.384060e-04
45	1	21	0	5.992116e-03	2.886325e-04	5.002750e-05	1.576750e-05	6.495200e-05	1.096925e-04	2.117250e-05	4.252650e-05	1.348970e-04
46	1	22	0	5.946799e-03	2.773485e-04	4.539500e-05	8.994500e-06	6.302950e-05	1.050275e-04	2.078550e-05	4.079150e-05	1.311215e-04
47	1	23	0	5.900553e-03	2.667280e-04	4.118600e-05	2.881000e-06	6.039800e-05	1.001335e-04	2.016350e-05	3.879000e-05	1.280425e-04
48	2	0	0	5.354483e-03	6.919745e-04	2.656885e-04	3.293775e-04	1.551860e-04	3.203335e-04	8.799900e-05	1.191310e-04	5.848650e-04
49	2	1	0	5.469482e-03	6.657260e-04	2.548330e-04	3.027795e-04	1.516570e-04	2.955155e-04	7.142350e-05	1.103385e-04	5.228205e-04
50	2	2	0	5.571832e-03	6.395045e-04	2.431135e-04	2.775015e-04	1.474205e-04	2.731715e-04	5.739450e-05	1.026580e-04	4.668645e-04
51	2	3	0	5.685104e-03	6.139140e-04	2.291720e-04	2.544240e-04	1.423500e-04	2.560245e-04	4.855150e-05	9.697950e-05	4.175495e-04
52	2	4	0	5.836892e-03	5.884780e-04	2.115635e-04	2.332435e-04	1.364480e-04	2.452815e-04	4.649300e-05	9.354850e-05	3.721960e-04
53	2	5	0	5.972775e-03	5.637050e-04	1.942135e-04	2.132580e-04	1.305205e-04	2.359705e-04	4.586950e-05	9.040250e-05	3.314545e-04
54	2	6	0	6.051724e-03	5.400830e-04	1.801945e-04	1.940410e-04	1.251865e-04	2.242740e-04	4.251650e-05	8.614200e-05	2.957560e-04
55	2	7	0	6.119518e-03	5.172350e-04	1.666010e-04	1.761100e-04	1.198965e-04	2.136795e-04	4.019000e-05	8.234550e-05	2.634530e-04
56	2	8	0	6.179301e-03	4.951845e-04	1.532860e-04	1.593700e-04	1.146790e-04	2.043235e-04	3.892350e-05	7.902400e-05	2.342640e-04
57	2	9	0	6.215309e-03	4.741125e-04	1.413610e-04	1.433970e-04	1.098195e-04	1.947415e-04	3.699250e-05	7.545250e-05	2.083410e-04
58	2	10	0	6.231817e-03	4.542500e-04	1.307395e-04	1.284875e-04	1.052970e-04	1.853630e-04	3.482800e-05	7.184600e-05	1.857850e-04
59	2	11	0	6.243620e-03	4.349890e-04	1.204550e-04	1.143925e-04	1.008205e-04	1.766510e-04	3.327400e-05	6.852100e-05	1.650025e-04
60	2	12	0	6.247968e-03	4.167295e-04	1.108220e-04	1.013735e-04	9.654500e-05	1.685370e-04	3.207900e-05	6.545500e-05	1.582240e-04
61	2	13	0	6.241050e-03	3.993790e-04	1.019980e-04	8.919050e-05	9.253850e-05	1.604715e-04	3.060900e-05	6.241450e-05	1.568520e-04
62	2	14	0	6.224235e-03	3.831980e-04	9.409650e-05	7.799950e-05	8.866250e-05	1.527805e-04	2.904500e-05	5.948150e-05	1.549990e-04
63	2	15	0	6.203649e-03	3.674480e-04	8.655750e-05	6.720400e-05	8.450950e-05	1.456145e-04	2.778150e-05	5.666650e-05	1.525640e-04
64	2	16	0	6.178544e-03	3.523310e-04	7.948100e-05	5.700650e-05	8.066050e-05	1.389490e-04	2.686000e-05	5.401550e-05	1.496770e-04
65	2	17	0	6.147573e-03	3.378905e-04	7.285850e-05	4.749650e-05	7.777950e-05	1.324885e-04	2.611850e-05	5.150250e-05	1.466405e-04
66	2	18	0	6.112136e-03	3.245225e-04	6.672400e-05	3.883200e-05	7.514350e-05	1.263090e-04	2.521250e-05	4.910000e-05	1.437225e-04
67	2	19	0	6.074798e-03	3.120630e-04	6.079750e-05	3.070550e-05	7.146650e-05	1.203125e-04	2.369500e-05	4.668650e-05	1.411185e-04
68	2	20	0	6.035216e-03	3.003540e-04	5.522350e-05	2.311900e-05	6.759600e-05	1.147435e-04	2.206800e-05	4.444050e-05	1.384060e-04
69	2	21	0	5.992116e-03	2.886325e-04	5.002750e-05	1.576750e-05	6.495200e-05	1.096925e-04	2.117250e-05	4.252650e-05	1.348970e-04
70	2	22	0	5.946799e-03	2.773485e-04	4.539500e-05	8.994500e-06	6.302950e-05	1.050275e-04	2.078550e-05	4.079150e-05	1.311215e-04
71	2	23	0	5.900553e-03	2.667280e-04	4.118600e-05	2.881000e-06	6.039800e-05	1.001335e-04	2.016350e-05	3.879000e-05	1.280425e-04
72	3	0	0	5.354483e-03	6.919745e-04	2.656885e-04	3.293775e-04	1.551860e-04	3.203335e-04	8.799900e-05	1.191310e-04	5.848650e-04
73	3	1	0	5.469482e-03	6.657260e-04	2.548330e-04	3.027795e-04	1.516570e-04	2.955155e-04	7.142350e-05	1.103385e-04	5.228205e-04
74	3	2	0	5.571832e-03	6.395045e-04	2.431135e-04	2.775015e-04	1.474205e-04	2.731715e-04	5.739450e-05	1.026580e-04	4.668645e-04
75	3	3	0	5.685104e-03	6.139140e-04	2.291720e-04	2.544240e-04	1.423500e-04	2.560245e-04	4.855150e-05	9.697950e-05	4.175495e-04
76	3	4	0	5.836892e-03	5.884780e-04	2.115635e-04	2.332435e-04	1.364480e-04	2.452815e-04	4.649300e-05	9.354850e-05	3.721960e-04
77	3	5	0	5.972775e-03	5.637050e-04	1.942135e-04	2.132580e-04	1.305205e-04	2.359705e-04	4.586950e-05	9.040250e-05	3.314545e-04
78	3	6	0	6.051724e-03	5.400830e-04	1.801945e-04	1.940410e-04	1.251865e-04	2.242740e-04	4.251650e-05	8.614200e-05	2.957560e-04
79	3	7	0	6.119518e-03	5.172350e-04	1.666010e-04	1.761100e-04	1.198965e-04	2.136795e-04	4.019000e-05	8.234550e-05	2.634530e-04
80	3	8	0	6.179301e-03	4.951845e-04	1.532860e-04	1.593700e-04	1.146790e-04	2.043235e-04	3.892350e-05	7.902400e-05	2.342640e-04
81	3	9	0	6.215309e-03	4.741125e-04	1.413610e-04	1.433970e-04	1.098195e-04	1.947415e-04	3.699250e-05	7.545250e-05	2.083410e-04
82	3	10	0	6.231817e-03	4.542500e-04	1.307395e-04	1.284875e-04	1.052970e-04	1.853630e-04	3.482800e-05	7.184600e-05	1.857850e-04
83	3	11	0	6.243620e-03	4.349890e-04	1.204550e-04	1.143925e-04	1.008205e-04	1.766510e-04	3.327400e-05	6.852100e-05	1.650025e-04
84	3	12	0	6.247968e-03	4.167295e-04	1.108220e-04	1.013735e-04	9.654500e-05	1.685370e-04	3.207900e-05	6.545500e-05	1.582240e-04
85	3	13	0	6.241050e-03	3.993790e-04	1.019980e-04	8.919050e-05	9.253850e-05	1.604715e-04	3.060900e-05	6.241450e-05	1.568520e-04
86	3	14	0	6.224235e-03	3.831980e-04	9.409650e-05	7.799950e-05	8.866250e-05	1.527805e-04	2.904500e-05	5.948150e-05	1.549990e-04
87	3	15	0	6.203649e-03	3.674480e-04	8.655750e-05	6.720400e-05	8.450950e-05	1.456145e-04	2.778150e-05	5.666650e-05	1.525640e-04
88	3	16	0	6.178544e-03	3.523310e-04	7.948100e-05	5.700650e-05	8.066050e-05	1.389490e-04	2.686000e-05	5.401550e-05	1.496770e-04
89	3	17	0	6.147573e-03	3.378905e-04	7.285850e-05	4.749650e-05	7.777950e-05	1.324885e-04	2.611850e-05	5.150250e-05	1.466405e-04
90	3	18	0	6.112136e-03	3.245225e-04	6.672400e-05	3.883200e-05	7.514350e-05	1.263090e-04	2.521250e-05	4.910000e-05	1.437225e-04
91	3	19	0	6.074798e-03	3.120630e-04	6.079750e-05	3.070550e-05	7.146650e-05	1.203125e-04	2.369500e-05	4.668650e-05	1.411185e-04
92	3	20	0	6.035216e-03	3.003540e-04	5.522350e-05	2.311900e-05	6.759600e-05	1.147435e-04	2.206800e-05	4.444050e-05	1.384060e-04
93	3	21	0	5.992116e-03	2.886325e-04	5.002750e-05	1.576750e-05	6.495200e-05	1.096925e-04	2.117250e-05	4.252650e-05	1.348970e-04
94	3	22	0	5.946799e-03	2.773485e-04	4.539500e-05	8.994500e-06	6.302950e-05	1.050275e-04	2.078550e-05	4.079150e-05	1.311215e-04
95	3	23	0	5.900553e-03	2.667280e-04	4.118600e-05	2.881000e-06	6.039800e-05	1.001335e-04	2.016350e-05	3.879000e-05	1.280425e-04
96	4	0	0	5.354483e-03	6.919745e-04	2.656885e-04	3.293775e-04	1.551860e-04	3.203335e-04	8.799900e-05	1.191310e-04	5.848650e-04
97	4	1	0	5.469482e-03	6.657260e-04	2.548330e-04	3.027795e-04	1.516570e-04	2.955155e-04	7.142350e-05	1.103385e-04	5.228205e-04
98	4	2	0	5.571832e-03	6.395045e-04	2.431135e-04	2.775015e-04	1.474205e-04	2.731715e-04	5.739450e-05	1.026580e-04	4.668645e-04
99	4	3	0	5.685104e-03	6.139140e-04	2.291720e-04	2.544240e-04	1.423500e-04	2.560245e-04	4.855150e-05	9.697950e-05	4.175495e-04
100	4	4	0	5.836892e-03	5.884780e-04	2.115635e-04	2.332435e-04	1.364480e-04	2.452815e-04	4.649300e-05	9.354850e-05	3.721960e-04
101	4	5	0	5.972775e-03	5.637050e-04	1.942135e-04	2.132580e-04	1.305205e-04	2.359705e-04	4.586950e-05	9.040250e-05	3.314545e-04
102	4	6	0	6.051724e-03	5.400830e-04	1.801945e-04	1.940410e-04	1.251865e-04	2.242740e-04	4.251650e-05	8.614200e-05	2.957560e-04
103	4	7	0	6.119518e-03	5.172350e-04	1.666010e-04	1.761100e-04	1.198965e-04	2.136795e-04	4.019000e-05	8.234550e-05	2.634530e-04
104	4	8	0	6.179301e-03	4.951845e-04	1.532860e-04	1.593700e-04	1.146790e-04	2.043235e-04	3.892350e-05	7.902400e-05	2.342640e-04
105	4	9	0	6.215309e-03	4.741125e-04	1.413610e-04	1.433970e-04	1.098195e-04	1.947415e-04	3.699250e-05	7.545250e-05	2.083410e-04
106	4	10	0	6.231817e-03	4.542500e-04	1.307395e-04	1.284875e-04	1.052970e-04	1.853630e-04	3.482800e-05	7.184600e-05	1.857850e-04
107	4	11	0	6.243620e-03	4.349890e-04	1.204550e-04	1.143925e-04	1.008205e-04	1.766510e-04	3.327400e-05	6.852100e-05	1.650025e-04
108	4	12	0	6.247968e-03	4.167295e-04	1.108220e-04	1.013735e-04	9.654500e-05	1.685370e-04	3.207900e-05	6.545500e-05	1.582240e-04
109	4	13	0	6.241050e-03	3.993790e-04	1.019980e-04	8.919050e-05	9.253850e-05	1.604715e-04	3.060900e-05	6.241450e-05	1.568520e-04
110	4	14	0	6.224235e-03	3.831980e-04	9.409650e-05	7.799950e-05	8.866250e-05	1.527805e-04	2.904500e-05	5.948150e-05	1.549990e-04
111	4	15	0	6.203649e-03	3.674480e-04	8.655750e-05	6.720400e-05	8.450950e-05	1.456145e-04	2.778150e-05	5.666650e-05	1.525640e-04
112	4	16	0	6.178544e-03	3.523310e-04	7.948100e-05	5.700650e-05	8.066050e-05	1.389490e-04	2.686000e-05	5.401550e-05	1.496770e-04
113	4	17	0	6.147573e-03	3.378905e-04	7.285850e-05	4.749650e-05	7.777950e-05	1.324885e-04	2.611850e-05	5.150250e-05	1.466405e-04
114	4	18	0	6.112136e-03	3.245225e-04	6.672400e-05	3.883200e-05	7.514350e-05	1.263090e-04	2.521250e-05	4.910000e-05	1.437225e-04
115	4	19	0	6.074798e-03	3.120630e-04	6.079750e-05	3.070550e-05	7.146650e-05	1.203125e-04	2.369500e-05	4.668650e-05	1.411185e-04
116	4	20	0	6.035216e-03	3.003540e-04	5.522350e-05	2.311900e-05	6.759600e-05	1.147435e-04	2.206800e-05	4.444050e-05	1.384060e-04
117	4	21	0	5.992116e-03	2.886325e-04	5.002750e-05	1.576750e-05	6.495200e-05	1.096925e-04	2.117250e-05	4.252650e-05	1.348970e-04
118	4	22	0	5.946799e-03	2.773485e-04	4.539500e-05	8.994500e-06	6.302950e-05	1.050275e-04	2.078550e-05	4.079150e-05	1.311215e-04
119	4	23	0	5.900553e-03	2.667280e-04	4.118600e-05	2.881000e-06	6.039800e-05	1.001335e-04	2.016350e-05	3.879000e-05	1.280425e-04
120	5	0	0	5.354483e-03	6.919745e-04	2.656885e-04	3.293775e-04	1.551860e-04	3.203335e-04	8.799900e-05	1.191310e-04	5.848650e-04
121	5	1	0	5.469482e-03	6.657260e-04	2.548330e-04	3.027795e-04	1.516570e-04	2.955155e-04	7.142350e-05	1.103385e-04	5.228205e-04
122	5	2	0	5.571832e-03	6.395045e-04	2.431135e-04	2.775015e-04	1.474205e-04	2.731715e-04	5.739450e-05	1.026580e-04	4.668645e-04
123	5	3	0	5.685104e-03	6.139140e-04	2.291720e-04	2.544240e-04	1.423500e-04	2.560245e-04	4.855150e-05	9.697950e-05	4.175495e-04
124	5	4	0	5.836892e-03	5.884780e-04	2.115635e-04	2.332435e-04	1.364480e-04	2.452815e-04	4.649300e-05	9.354850e-05	3.721960e-04
125	5	5	0	5.972775e-03	5.637050e-04	1.942135e-04	2.132580e-04	1.305205e-04	2.359705e-04	4.586950e-05	9.040250e-05	3.314545e-04
126	5	6	0	6.051724e-03	5.400830e-04	1.801945e-04	1.940410e-04	1.251865e-04	2.242740e-04	4.251650e-05	8.614200e-05	2.957560e-04
127	5	7	0	6.119518e-03	5.172350e-04	1.666010e-04	1.761100e-04	1.198965e-04	2.136795e-04	4.019000e-05	8.234550e-05	2.634530e-04
128	5	8	0	6.179301e-03	4.951845e-04	1.532860e-04	1.593700e-04	1.146790e-04	2.043235e-04	3.892350e-05	7.902400e-05	2.342640e-04
129	5	9	0	6.215309e-03	4.741125e-04	1.413610e-04	1.433970e-04	1.098195e-04	1.947415e-04	3.699250e-05	7.545250e-05	2.083410e-04
130	5	10	0	6.231817e-03	4.542500e-04	1.307395e-04	1.284875e-04	1.052970e-04	1.853630e-04	3.482800e-05	7.184600e-05	1.857850e-04
131	5	11	0	6.243620e-03	4.349890e-04	1.204550e-04	1.143925e-04	1.008205e-04	1.766510e-04	3.327400e-05	6.852100e-05	1.650025e-04
132	5	12	0	6.247968e-03	4.167295e-04	1.108220e-04	1.013735e-04	9.654500e-05	1.685370e-04	3.207900e-05	6.545500e-05	1.582240e-04
133	5	13	0	6.241050e-03	3.993790e-04	1.019980e-04	8.919050e-05	9.253850e-05	1.604715e-04	3.060900e-05	6.241450e-05	1.568520e-04
134	5	14	0	6.224235e-03	3.831980e-04	9.409650e-05	7.799950e-05	8.866250e-05	1.527805e-04	2.904500e-05	5.948150e-05	1.549990e-04
135	5	15	0	6.203649e-03	3.674480e-04	8.655750e-05	6.720400e-05	8.450950e-05	1.456145e-04	2.778150e-05	5.666650e-05	1.525640e-04
136	5	16	0	6.178544e-03	3.523310e-04	7.948100e-05	5.700650e-05	8.066050e-05	1.389490e-04	2.686000e-05	5.401550e-05	1.496770e-04
137	5	17	0	6.147573e-03	3.378905e-04	7.285850e-05	4.749650e-05	7.777950e-05	1.324885e-04	2.611850e-05	5.150250e-05	1.466405e-04
138	5	18	0	6.112136e-03	3.245225e-04	6.672400e-05	3.883200e-05	7.514350e-05	1.263090e-04	2.521250e-05	4.910000e-05	1.437225e-04
139	5	19	0	6.074798e-03	3.120630e-04	6.079750e-05	3.070550e-05	7.146650e-05	1.203125e-04	2.369500e-05	4.668650e-05	1.411185e-04
140	5	20	0	6.035216e-03	3.003540e-04	5.522350e-05	2.311900e-05	6.759600e-05	1.147435e-04	2.206800e-05	4.444050e-05	1.384060e-04
141	5	21	0	5.992116e-03	2.886325e-04	5.002750e-05	1.576750e-05	6.495200e-05	1.096925e-04	2.117250e-05	4.252650e-05	1.348970e-04
142	5	22	0	5.946799e-03	2.773485e-04	4.539500e-05	8.994500e-06	6.302950e-05	1.050275e-04	2.078550e-05	4.079150e-05	1.311215e-04
143	5	23	0	5.900553e-03	2.667280e-04	4.118600e-05	2.881000e-06	6.039800e-05	1.001335e-04	2.016350e-05	3.879000e-05	1.280425e-04
144	6	0	0	5.354483e-03	6.919745e-04	2.656885e-04	3.293775e-04	1.551860e-04	3.203335e-04	8.799900e-05	1.191310e-04	5.848650e-04
145	6	1	0	5.469482e-03	6.657260e-04	2.548330e-04	3.027795e-04	1.516570e-04	2.955155e-04	7.142350e-05	1.103385e-04	5.228205e-04
146	6	2	0	5.571832e-03	6.395045e-04	2.431135e-04	2.775015e-04	1.474205e-04	2.731715e-04	5.739450e-05	1.026580e-04	4.668645e-04
147	6	3	0	5.685104e-03	6.139140e-04	2.291720e-04	2.544240e-04	1.423500e-04	2.560245e-04	4.855150e-05	9.697950e-05	4.175495e-04
148	6	4	0	5.836892e-03	5.884780e-04	2.115635e-04	2.332435e-04	1.364480e-04	2.452815e-04	4.649300e-05	9.354850e-05	3.721960e-04
149	6	5	0	5.972775e-03	5.637050e-04	1.942135e-04	2.132580e-04	1.305205e-04	2.359705e-04	4.586950e-05	9.040250e-05	3.314545e-04
150	6	6	0	6.051724e-03	5.400830e-04	1.801945e-04	1.940410e-04	1.251865e-04	2.242740e-04	4.251650e-05	8.614200e-05	2.957560e-04
151	6	7	0	6.119518e-03	5.172350e-04	1.666010e-04	1.761100e-04	1.198965e-04	2.136795e-04	4.019000e-05	8.234550e-05	2.634530e-04
152	6	8	0	6.179301e-03	4.951845e-04	1.532860e-04	1.593700e-04	1.146790e-04	2.043235e-04	3.892350e-05	7.902400e-05	2.342640e-04
153	6	9	0	6.215309e-03	4.741125e-04	1.413610e-04	1.433970e-04	1.098195e-04	1.947415e-04	3.699250e-05	7.545250e-05	2.083410e-04
154	6	10	0	6.231817e-03	4.542500e-04	1.307395e-04	1.284875e-04	1.052970e-04	1.853630e-04	3.482800e-05	7.184600e-05	1.857850e-04
155	6	11	0	6.243620e-03	4.349890e-04	1.204550e-04	1.143925e-04	1.008205e-04	1.766510e-04	3.327400e-05	6.852100e-05	1.650025e-04
156	6	12	0	6.247968e-03	4.167295e-04	1.108220e-04	1.013735e-04	9.654500e-05	1.685370e-04	3.207900e-05	6.545500e-05	1.582240e-04
157	6	13	0	6.241050e-03	3.993790e-04	1.019980e-04	8.919050e-05	9.253850e-05	1.604715e-04	3.060900e-05	6.241450e-05	1.568520e-04
158	6	14	0	6.224235e-03	3.831980e-04	9.409650e-05	7.799950e-05	8.866250e-05	1.527805e-04	2.904500e-05	5.948150e-05	1.549990e-04
159	6	15	0	6.203649e-03	3.674480e-04	8.655750e-05	6.720400e-05	8.450950e-05	1.456145e-04	2.778150e-05	5.666650e-05	1.525640e-04
160	6	16	0	6.178544e-03	3.523310e-04	7.948100e-05	5.700650e-05	8.066050e-05	1.389490e-04	2.686000e-05	5.401550e-05	1.496770e-04
161	6	17	0	6.147573e-03	3.378905e-04	7.285850e-05	4.749650e-05	7.777950e-05	1.324885e-04	2.611850e-05	5.150250e-05	1.466405e-04
162	6	18	0	6.112136e-03	3.245225e-04	6.672400e-05	3.883200e-05	7.514350e-05	1.263090e-04	2.521250e-05	4.910000e-05	1.437225e-04
163	6	19	0	6.074798e-03	3.120630e-04	6.079750e-05	3.070550e-05	7.146650e-05	1.203125e-04	2.369500e-05	4.668650e-05	1.411185e-04
164	6	20	0	6.035216e-03	3.003540e-04	5.522350e-05	2.311900e-05	6.759600e-05	1.147435e-04	2.206800e-05	4.444050e-05	1.384060e-04
165	6	21	0	5.992116e-03	2.886325e-04	5.002750e-05	1.576750e-05	6.495200e-05	1.096925e-04	2.117250e-05	4.252650e-05	1.348970e-04
166	6	22	0	5.946799e-03	2.773485e-04	4.539500e-05	8.994500e-06	6.302950e-05	1.050275e-04	2.078550e-05	4.079150e-05	1.311215e-04
167	6	23	0	5.900553e-03	2.667280e-04	4.118600e-05	2.881000e-06	6.039800e-05	1.001335e-04	2.016350e-05	3.879000e-05	1.280425e-04
168	7	0	0	5.354483e-03	6.919745e-04	2.656885e-04	3.293775e-04	1.551860e-04	3.203335e-04	8.799900e-05	1.191310e-04	5.848650e-04
169	7	1	0	5.469482e-03	6.657260e-04	2.548330e-04	3.027795e-04	1.516570e-04	2.955155e-04	7.142350e-05	1.103385e-04	5.228205e-04
170	7	2	0	5.571832e-03	6.395045e-04	2.431135e-04	2.775015e-04	1.474205e-04	2.731715e-04	5.739450e-05	1.026580e-04	4.668645e-04
171	7	3	0	5.685104e-03	6.139140e-04	2.291720e-04	2.544240e-04	1.423500e-04	2.560245e-04	4.855150e-05	9.697950e-05	4.175495e-04
