xbins=30
Q2bins=24
Ebins=1
	x	Q2	E	Central_Value	Replica_1		Replica_2		Replica_3		Replica_4		Replica_5		Replica_6		Replica_7		Replica_8		Replica_9		Replica_10		Replica_11		Replica_12		Replica_13		Replica_14		Replica_15		Replica_16		
0	0	0	0	3.388189e-04	9.211790e-05	-3.627210e-05	-6.062890e-05	1.630060e-05	5.893810e-05	-2.806400e-05	2.412030e-05	-4.252060e-05	-9.212070e-05	3.626880e-05	6.062520e-05	-1.629380e-05	-5.891640e-05	2.806850e-05	-2.376970e-05	-4.205290e-05

1	0	1	0	3.739871e-04	9.633630e-05	-3.788820e-05	-6.252050e-05	1.703400e-05	6.094280e-05	-2.866050e-05	2.503430e-05	-4.284120e-05	-9.634770e-05	3.789220e-05	6.250680e-05	-1.704610e-05	-6.095420e-05	2.859550e-05	-2.481950e-05	-4.741750e-05

2	0	2	0	4.051600e-04	9.961000e-05	-3.914860e-05	-6.378180e-05	1.760570e-05	6.231670e-05	-2.889530e-05	2.569940e-05	-4.269440e-05	-9.959820e-05	3.917470e-05	6.375660e-05	-1.760310e-05	-6.232920e-05	2.876700e-05	-2.560870e-05	-5.229830e-05

3	0	3	0	4.310911e-04	1.020287e-04	-4.014590e-05	-6.454740e-05	1.802010e-05	6.311480e-05	-2.879530e-05	2.614050e-05	-4.219080e-05	-1.020094e-04	4.018410e-05	6.450800e-05	-1.800170e-05	-6.312100e-05	2.859670e-05	-2.617810e-05	-5.668200e-05

4	0	4	0	4.527373e-04	1.039430e-04	-4.106120e-05	-6.508340e-05	1.831670e-05	6.354040e-05	-2.850800e-05	2.645540e-05	-4.150490e-05	-1.040101e-04	4.106570e-05	6.503480e-05	-1.834970e-05	-6.360190e-05	2.819690e-05	-2.665950e-05	-6.083050e-05

5	0	5	0	4.724443e-04	1.053268e-04	-4.172570e-05	-6.527440e-05	1.850190e-05	6.366400e-05	-2.815310e-05	2.663190e-05	-4.062170e-05	-1.054537e-04	4.167040e-05	6.525310e-05	-1.859790e-05	-6.380980e-05	2.773920e-05	-2.703000e-05	-6.454840e-05

6	0	6	0	4.918849e-04	1.061699e-04	-4.202780e-05	-6.506670e-05	1.860090e-05	6.357940e-05	-2.782470e-05	2.667030e-05	-3.955100e-05	-1.062612e-04	4.191630e-05	6.509030e-05	-1.871910e-05	-6.378330e-05	2.734890e-05	-2.726040e-05	-6.768870e-05

7	0	7	0	5.096519e-04	1.066315e-04	-4.217890e-05	-6.470270e-05	1.866980e-05	6.340570e-05	-2.749560e-05	2.663480e-05	-3.840660e-05	-1.067510e-04	4.203010e-05	6.466390e-05	-1.880200e-05	-6.360850e-05	2.693460e-05	-2.738050e-05	-7.048480e-05

8	0	8	0	5.256952e-04	1.067936e-04	-4.220230e-05	-6.418110e-05	1.867230e-05	6.313250e-05	-2.713120e-05	2.655990e-05	-3.720560e-05	-1.069605e-04	4.205420e-05	6.403350e-05	-1.881050e-05	-6.331000e-05	2.650170e-05	-2.741320e-05	-7.297320e-05

9	0	9	0	5.406749e-04	1.067219e-04	-4.204690e-05	-6.340950e-05	1.854910e-05	6.270340e-05	-2.670050e-05	2.646590e-05	-3.592950e-05	-1.068235e-04	4.195460e-05	6.325750e-05	-1.866690e-05	-6.288650e-05	2.610280e-05	-2.738000e-05	-7.511440e-05

