xbins=30
Q2bins=24
Ebins=5
	x	Q2	E	Central_Value	Replica_1		Replica_2		Replica_3		Replica_4		Replica_5		Replica_6		Replica_7		Replica_8		
0	0	0	0	1.999010e-03	-3.466000e-06	3.371000e-06	1.269700e-05	5.041000e-06	-6.379000e-06	-9.931000e-06	-1.579300e-05	-2.260000e-07

1	0	0	1	1.999010e-03	-3.466000e-06	3.371000e-06	1.269700e-05	5.041000e-06	-6.379000e-06	-9.931000e-06	-1.579300e-05	-2.260000e-07

2	0	0	2	1.999010e-03	-3.466000e-06	3.371000e-06	1.269700e-05	5.041000e-06	-6.379000e-06	-9.931000e-06	-1.579300e-05	-2.260000e-07

3	0	0	3	1.999010e-03	-3.466000e-06	3.371000e-06	1.269700e-05	5.041000e-06	-6.379000e-06	-9.931000e-06	-1.579300e-05	-2.260000e-07

4	0	0	4	1.999010e-03	-3.466000e-06	3.371000e-06	1.269700e-05	5.041000e-06	-6.379000e-06	-9.931000e-06	-1.579300e-05	-2.260000e-07

5	0	1	0	2.604749e-03	-5.609000e-06	3.220000e-06	1.652700e-05	6.259000e-06	-7.758000e-06	-1.192600e-05	-1.932500e-05	-2.680000e-07

6	0	1	1	2.604749e-03	-5.609000e-06	3.220000e-06	1.652700e-05	6.259000e-06	-7.758000e-06	-1.192600e-05	-1.932500e-05	-2.680000e-07

7	0	1	2	2.604749e-03	-5.609000e-06	3.220000e-06	1.652700e-05	6.259000e-06	-7.758000e-06	-1.192600e-05	-1.932500e-05	-2.680000e-07

8	0	1	3	2.604749e-03	-5.609000e-06	3.220000e-06	1.652700e-05	6.259000e-06	-7.758000e-06	-1.192600e-05	-1.932500e-05	-2.680000e-07

9	0	1	4	2.604749e-03	-5.609000e-06	3.220000e-06	1.652700e-05	6.259000e-06	-7.758000e-06	-1.192600e-05	-1.932500e-05	-2.680000e-07

10	0	2	0	3.305324e-03	-1.035400e-05	4.980000e-07	2.113700e-05	7.154000e-06	-8.265000e-06	-1.215000e-05	-2.097400e-05	-2.610000e-07

11	0	2	1	3.305324e-03	-1.035400e-05	4.980000e-07	2.113700e-05	7.154000e-06	-8.265000e-06	-1.215000e-05	-2.097400e-05	-2.610000e-07

12	0	2	2	3.305324e-03	-1.035400e-05	4.980000e-07	2.113700e-05	7.154000e-06	-8.265000e-06	-1.215000e-05	-2.097400e-05	-2.610000e-07

13	0	2	3	3.305324e-03	-1.035400e-05	4.980000e-07	2.113700e-05	7.154000e-06	-8.265000e-06	-1.215000e-05	-2.097400e-05	-2.610000e-07

14	0	2	4	3.305324e-03	-1.035400e-05	4.980000e-07	2.113700e-05	7.154000e-06	-8.265000e-06	-1.215000e-05	-2.097400e-05	-2.610000e-07

15	0	3	0	4.057112e-03	-1.977500e-05	-7.590000e-06	2.701000e-05	7.445000e-06	-6.896000e-06	-8.471000e-06	-1.852600e-05	-1.560000e-07

16	0	3	1	4.057112e-03	-1.977500e-05	-7.590000e-06	2.701000e-05	7.445000e-06	-6.896000e-06	-8.471000e-06	-1.852600e-05	-1.560000e-07

17	0	3	2	4.057112e-03	-1.977500e-05	-7.590000e-06	2.701000e-05	7.445000e-06	-6.896000e-06	-8.471000e-06	-1.852600e-05	-1.560000e-07

18	0	3	3	4.057112e-03	-1.977500e-05	-7.590000e-06	2.701000e-05	7.445000e-06	-6.896000e-06	-8.471000e-06	-1.852600e-05	-1.560000e-07

19	0	3	4	4.057112e-03	-1.977500e-05	-7.590000e-06	2.701000e-05	7.445000e-06	-6.896000e-06	-8.471000e-06	-1.852600e-05	-1.560000e-07

20	0	4	0	4.701522e-03	-2.903900e-05	-1.585800e-05	3.218800e-05	7.400000e-06	-5.171000e-06	-4.243000e-06	-1.516400e-05	-5.400000e-08

21	0	4	1	4.701522e-03	-2.903900e-05	-1.585800e-05	3.218800e-05	7.400000e-06	-5.171000e-06	-4.243000e-06	-1.516400e-05	-5.400000e-08

22	0	4	2	4.701522e-03	-2.903900e-05	-1.585800e-05	3.218800e-05	7.400000e-06	-5.171000e-06	-4.243000e-06	-1.516400e-05	-5.400000e-08

23	0	4	3	4.701522e-03	-2.903900e-05	-1.585800e-05	3.218800e-05	7.400000e-06	-5.171000e-06	-4.243000e-06	-1.516400e-05	-5.400000e-08

24	0	4	4	4.701522e-03	-2.903900e-05	-1.585800e-05	3.218800e-05	7.400000e-06	-5.171000e-06	-4.243000e-06	-1.516400e-05	-5.400000e-08

25	0	5	0	5.193051e-03	-3.663600e-05	-2.264900e-05	3.603000e-05	7.093000e-06	-3.558000e-06	-5.230000e-07	-1.187400e-05	2.200000e-08

26	0	5	1	5.193051e-03	-3.663600e-05	-2.264900e-05	3.603000e-05	7.093000e-06	-3.558000e-06	-5.230000e-07	-1.187400e-05	2.200000e-08

